beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
GROUPE TROISIEME OEIL;603;0
GAUMONT;603;0
AXON ENTERPRISE INC.;604;0
NATIONAL STRATEGIES, LLC;604;0
AXON ENTERPRISE INC.;605;0
NATIONAL STRATEGIES, LLC;605;0
PRODISS;606;0
TEREOS;607;0
ARAMIS;608;0
AXON ENTERPRISE INC.;609;0
NATIONAL STRATEGIES, LLC;609;0
AXON ENTERPRISE INC.;610;0
NATIONAL STRATEGIES, LLC;610;0
PRODISS;611;0
VITIS;612;0
OCEINDE;613;0
OCEINDE;614;0
VITIS;614;0
T D F;614;0
OCEINDE;615;0
TIKEHAU CAPITAL;616;1
TIKEHAU CAPITAL;617;1
TIKEHAU CAPITAL;618;1
TIKEHAU CAPITAL;619;1
TIKEHAU CAPITAL;620;1
PAYLIB SERVICES;621;1
HARASSERS U GO ! (HUGO);622;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;623;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;624;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;625;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;626;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;627;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;628;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;629;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;630;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;631;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;632;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;633;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;634;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;635;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;636;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;637;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;638;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;639;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;640;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;641;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;642;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;643;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;644;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;645;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;646;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;647;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;648;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;649;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;650;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;651;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;652;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;653;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;654;1
ENERGIES ET AVENIR;655;0
ENERGIES ET AVENIR;656;0
ENERGIES ET AVENIR;657;0
ENERGIES ET AVENIR;658;0
RED BULL FRANCE;659;0
ENERGIES ET AVENIR;660;0
ENERGIES ET AVENIR;661;0
KASPERSKY LAB FRANCE;662;0
ENERGIES ET AVENIR;663;0
ALLIANCE CONTRE LE TABAC;664;0
SCA HYGIENE PRODUCTS;665;0
RED BULL FRANCE;666;0
FORTUM FRANCE;667;0
ALLIANCE CONTRE LE TABAC;668;0
FORTUM FRANCE;669;0
KASPERSKY LAB FRANCE;670;0
ORGANISME DE DEFENSE ET DE GESTION DU SAVON DE MARSEILLE FRANCE;671;0
FACEBOOK FRANCE;672;0
FACEBOOK FRANCE;673;0
FACEBOOK FRANCE;674;0
SCA HYGIENE PRODUCTS;675;0
BIOCOOP;676;0
SCA HYGIENE PRODUCTS;677;0
SCA HYGIENE PRODUCTS;678;0
BIOCOOP;679;0
FACEBOOK FRANCE;680;0
BIOCOOP;681;0
ALLIANCE HEALTHCARE REPARTITION;682;0
KASPERSKY LAB FRANCE;683;0
LIGUE NATIONALE DE RUGBY;684;0
ALLIANCE HEALTHCARE REPARTITION;685;0
FACEBOOK FRANCE;686;0
JOUL;687;1
JOUL;688;1
HESUS;689;1
HESUS;690;1
HESUS;691;1
HESUS;692;1
HESUS;693;1
HESUS;694;1
HESUS;695;1
CIE REG DES COMMISSAIRES AUX COMPTES;696;1
UNION FABRIC. PROTECT PROPRIETE INDUST.;697;1
UNION FABRIC. PROTECT PROPRIETE INDUST.;698;1
UNION FABRIC. PROTECT PROPRIETE INDUST.;699;1
UNION FABRIC. PROTECT PROPRIETE INDUST.;700;1
UNION FABRIC. PROTECT PROPRIETE INDUST.;701;1
UNION FABRIC. PROTECT PROPRIETE INDUST.;702;1
UNION FABRIC. PROTECT PROPRIETE INDUST.;703;1
UNION FABRIC. PROTECT PROPRIETE INDUST.;704;1
REVIVAL;705;1
REVIVAL;706;1
REVIVAL;707;1
REVIVAL;708;1
REVIVAL;709;1
REVIVAL;710;1
REVIVAL;711;1
REVIVAL;712;1
REVIVAL;713;1
REVIVAL;714;1
REVIVAL;715;1
REVIVAL;716;1
REVIVAL;717;1
REVIVAL;718;1
REVIVAL;719;1
REVIVAL;720;1
REVIVAL;721;1
REVIVAL;722;1
REVIVAL;723;1
CSL BEHRING S.A.;724;1
FEDERATION DU SERVICE AUX PARTICULIERS F.E.S.P.;725;1
FEDERATION DU SERVICE AUX PARTICULIERS F.E.S.P.;726;1
FEDERATION DU SERVICE AUX PARTICULIERS F.E.S.P.;727;1
INSTITUT DE LA PROTECTION SOCIALE;728;0
INSTITUT DE LA PROTECTION SOCIALE;729;0
INSTITUT DE LA PROTECTION SOCIALE;730;0
AUTORITE DE CONTROLE DES NUISANCES AEROPORTUAIRES;731;0
HP FRANCE SAS;732;0
AGENCE NATIONALE CHEQUES VACANCES;733;0
AUTORITE DE CONTROLE DES NUISANCES AEROPORTUAIRES;734;0
AUTORITE DE CONTROLE DES NUISANCES AEROPORTUAIRES;735;0
AUTORITE DE CONTROLE DES NUISANCES AEROPORTUAIRES;736;0
AGENCE NATIONALE CHEQUES VACANCES;737;0
AUTORITE DE CONTROLE DES NUISANCES AEROPORTUAIRES;738;0
AUTORITE DE CONTROLE DES NUISANCES AEROPORTUAIRES;739;0
HP FRANCE SAS;740;0
CENTRE D'ETUDES ET DE DOCUMENTATION DU SUCRE;741;0
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;742;0
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;743;0
HP FRANCE SAS;744;0
CENTRE D'ETUDES ET DE DOCUMENTATION DU SUCRE;745;0
HONDA MOTOR EUROPE LTD;746;0
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;747;0
HP FRANCE SAS;748;0
HP FRANCE SAS;749;0
AUTORITE DE CONTROLE DES NUISANCES AEROPORTUAIRES;750;0
AUTORITE DE CONTROLE DES NUISANCES AEROPORTUAIRES;751;0
INSTITUT DE LA PROTECTION SOCIALE;752;0
INSTITUT DE LA PROTECTION SOCIALE;753;0
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;754;0
HP FRANCE SAS;755;0
HEWLETT-PACKARD FRANCE;756;0
HEWLETT-PACKARD FRANCE;757;0
HEWLETT-PACKARD FRANCE;758;0
INSTITUT DE LA PROTECTION SOCIALE;759;0
HONDA MOTOR EUROPE LTD;760;0
INSTITUT DE LA PROTECTION SOCIALE;761;0
AUTORITE DE CONTROLE DES NUISANCES AEROPORTUAIRES;762;0
INSTITUT DE LA PROTECTION SOCIALE;763;0
AUTORITE DE CONTROLE DES NUISANCES AEROPORTUAIRES;764;0
HEWLETT-PACKARD FRANCE;765;0
SOC VELUX FRANCE;766;0
FEDERATION FRANCAISE DES SPIRITUEUX;767;0
INSTITUT DE LA PROTECTION SOCIALE;768;0
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;769;0
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;770;0
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;771;0
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;772;0
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;773;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;774;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;775;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;776;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;777;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;778;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;779;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;780;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;781;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;782;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;783;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;784;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;785;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;786;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;787;1
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;788;1
CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;789;1
CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;790;1
CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;791;1
CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;792;1
CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;793;1
CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;794;1
CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;795;1
CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;796;1
CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;797;1
CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;798;1
CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;799;1
CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;800;1
CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;801;1
CROISSANCE PLUS;802;0
AD ASTRA;802;0
CROISSANCE PLUS;803;0
AD ASTRA;803;0
CROISSANCE PLUS;804;0
AD ASTRA;804;0
CROISSANCE PLUS;805;0
AD ASTRA;805;0
ASS NATIONALE IND. AGRO ALIMENTAIRES;806;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;807;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;808;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;809;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;810;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;811;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;812;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;813;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;814;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;815;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;816;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;817;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;818;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;819;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;820;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;821;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;822;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;823;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;824;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;825;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;826;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;827;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;828;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;829;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;830;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;831;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;832;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;833;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;834;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;835;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;836;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;837;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;838;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;839;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;840;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;841;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;842;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;843;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;844;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;845;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;846;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;847;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;848;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;849;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;850;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;851;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;852;1
SIGA;853;0
SIGA;854;0
PPTA FRANCE, ASSOCIATION DES ENTREPRISES DES PROTEINES PLASMATIQUES THERAPEUTIQUES;855;1
SOS MEDECINS FRANCE;856;1
SOS MEDECINS FRANCE;857;1
SOS MEDECINS FRANCE;858;1
SOS MEDECINS FRANCE;859;1
SOS MEDECINS FRANCE;860;1
SOS MEDECINS FRANCE;861;1
SAUR;862;1
SAUR;863;1
SAUR;864;1
SAUR;865;1
SAUR;866;1
SAUR;867;1
SAUR;868;1
CHAMBRE DE METIERS ET DE L'ARTISANAT;869;1
CHAMBRE DE METIERS ET DE L'ARTISANAT;870;1
CHAMBRE DE METIERS ET DE L'ARTISANAT;871;1
CHAMBRE DE METIERS ET DE L'ARTISANAT;872;1
CHAMBRE DE METIERS ET DE L'ARTISANAT;873;1
PARIS ANIMAUX ZOOPOLIS;874;1
PARIS ANIMAUX ZOOPOLIS;875;1
PARIS ANIMAUX ZOOPOLIS;876;1
PARIS ANIMAUX ZOOPOLIS;877;1
PARIS ANIMAUX ZOOPOLIS;878;1
PARIS ANIMAUX ZOOPOLIS;879;1
PARIS ANIMAUX ZOOPOLIS;880;1
PARIS ANIMAUX ZOOPOLIS;881;1
PARIS ANIMAUX ZOOPOLIS;882;1
PARIS ANIMAUX ZOOPOLIS;883;1
PARIS ANIMAUX ZOOPOLIS;884;1
PARIS ANIMAUX ZOOPOLIS;885;1
ORDRE DES AVOCATS A LA COUR DE PARIS;886;0
ORDRE DES AVOCATS A LA COUR DE PARIS;887;0
ORDRE DES AVOCATS A LA COUR DE PARIS;888;0
CHAMBRE SYND REPARTITION PHARMACEUTIQUE;889;0
ASSO SOC FRANCAISES D AUTOR;890;0
ASSO SOC FRANCAISES D AUTOR;891;0
CAISSE INTERPROF PREVOYANCE ASSUR VIEILL;892;0
CHAMBRE SYND REPARTITION PHARMACEUTIQUE;893;0
CONSEIL NATIONAL DU RESEAU CER FRANCE;894;0
ORDRE DES AVOCATS A LA COUR DE PARIS;895;0
ORDRE DES AVOCATS A LA COUR DE PARIS;896;0
ASSOCIATION AGENCES CONSEILS COMMUNICAT;897;0
ASSOCIATION AGENCES CONSEILS COMMUNICAT;898;0
ORDRE DES AVOCATS A LA COUR DE PARIS;899;0
ORDRE DES AVOCATS A LA COUR DE PARIS;900;0
ORDRE DES AVOCATS A LA COUR DE PARIS;901;0
ORDRE DES AVOCATS A LA COUR DE PARIS;902;0
UNION DES PRODUCTEURS DE CINEMA;903;0
ORDRE DES AVOCATS A LA COUR DE PARIS;904;0
ORDRE DES AVOCATS A LA COUR DE PARIS;905;0
CONSEIL NATIONAL DU RESEAU CER FRANCE;906;0
ASSO SOC FRANCAISES D AUTOR;907;0
CAISSE INTERPROF PREVOYANCE ASSUR VIEILL;908;0
ORDRE DES AVOCATS A LA COUR DE PARIS;909;0
ASSOCIATION AGENCES CONSEILS COMMUNICAT;910;0
ORDRE DES AVOCATS A LA COUR DE PARIS;911;0
CONSEIL NATIONAL DU RESEAU CER FRANCE;912;0
BOUYGUES IMMOBILIER;913;0
BOUYGUES IMMOBILIER;914;0
BOUYGUES IMMOBILIER;915;0
CONSEIL NATIONAL DU RESEAU CER FRANCE;916;0
BOUYGUES IMMOBILIER;917;0
BOUYGUES IMMOBILIER;918;0
ABBVIE;919;0
ORDRE DES AVOCATS A LA COUR DE PARIS;920;0
BOUYGUES IMMOBILIER;921;0
ORDRE DES AVOCATS A LA COUR DE PARIS;922;0
ORDRE DES AVOCATS A LA COUR DE PARIS;923;0
ORDRE DES AVOCATS A LA COUR DE PARIS;924;0
ABBVIE;925;0
BOUYGUES IMMOBILIER;926;0
ASSOCIATION AGENCES CONSEILS COMMUNICAT;927;0
BOUYGUES IMMOBILIER;928;0
ASSOCIATION AGENCES CONSEILS COMMUNICAT;929;0
ORDRE DES AVOCATS A LA COUR DE PARIS;930;0
ORDRE DES AVOCATS A LA COUR DE PARIS;931;0
ASSO SOC FRANCAISES D AUTOR;932;0
BOUYGUES IMMOBILIER;933;0
BOUYGUES IMMOBILIER;934;0
BOUYGUES IMMOBILIER;935;0
ASSO SOC FRANCAISES D AUTOR;936;0
ASSOCIATION AGENCES CONSEILS COMMUNICAT;937;0
ASSOCIATION AGENCES CONSEILS COMMUNICAT;938;0
ASSO SOC FRANCAISES D AUTOR;939;0
ORDRE DES AVOCATS A LA COUR DE PARIS;940;0
ORDRE DES AVOCATS A LA COUR DE PARIS;941;0
ORDRE DES AVOCATS A LA COUR DE PARIS;942;0
ASSO SOC FRANCAISES D AUTOR;943;0
ORDRE DES AVOCATS A LA COUR DE PARIS;944;0
CAISSE INTERPROF PREVOYANCE ASSUR VIEILL;945;0
ORDRE DES AVOCATS A LA COUR DE PARIS;946;0
ORDRE DES AVOCATS A LA COUR DE PARIS;947;0
ORDRE DES AVOCATS A LA COUR DE PARIS;948;0
ORDRE DES AVOCATS A LA COUR DE PARIS;949;0
ORDRE DES AVOCATS A LA COUR DE PARIS;950;0
CONSEIL NATIONAL DU RESEAU CER FRANCE;951;0
CONSEIL NATIONAL DU RESEAU CER FRANCE;952;0
ABBVIE;953;0
CONSEIL NATIONAL DU RESEAU CER FRANCE;954;0
ORDRE DES AVOCATS A LA COUR DE PARIS;955;0
CAISSE INTERPROF PREVOYANCE ASSUR VIEILL;956;0
CONSEIL NATIONAL DU RESEAU CER FRANCE;957;0
ASSOCIATION AGENCES CONSEILS COMMUNICAT;958;0
BOUYGUES IMMOBILIER;959;0
BOUYGUES IMMOBILIER;960;0
BOUYGUES IMMOBILIER;961;0
BOUYGUES IMMOBILIER;962;0
ASSOCIATION AGENCES CONSEILS COMMUNICAT;963;0
BOUYGUES IMMOBILIER;964;0
ASSO SOC FRANCAISES D AUTOR;965;0
ASSO SOC FRANCAISES D AUTOR;966;0
CONSEIL NATIONAL DU RESEAU CER FRANCE;967;0
ASSOCIATION AGENCES CONSEILS COMMUNICAT;968;0
ASSOCIATION AGENCES CONSEILS COMMUNICAT;969;0
ASSO SOC FRANCAISES D AUTOR;970;0
CONSEIL NATIONAL DU RESEAU CER FRANCE;971;0
FEDER BATIMENT TRAVAUX PUB LOT & GARONNE;972;1
FEDER BATIMENT TRAVAUX PUB LOT & GARONNE;973;1
FEDER BATIMENT TRAVAUX PUB LOT & GARONNE;974;1
FEDER BATIMENT TRAVAUX PUB LOT & GARONNE;975;1
FEDER BATIMENT TRAVAUX PUB LOT & GARONNE;976;1
CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;977;1
CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;978;1
CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;979;1
CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;980;1
CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;981;1
CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;982;1
CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;983;1
CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;984;1
CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;985;1
CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;986;1
CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;987;1
CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;988;1
CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;989;1
OBSERVATOIRE DU VEHICULE D ENTREPRISE;990;1
OBSERVATOIRE DU VEHICULE D ENTREPRISE;991;1
BUREAU DE LIAISON DES INDUSTRIES CINEMATOGRAPHIQUES;992;1
BUREAU DE LIAISON DES INDUSTRIES CINEMATOGRAPHIQUES;993;1
BUREAU DE LIAISON DES INDUSTRIES CINEMATOGRAPHIQUES;994;1
BUREAU DE LIAISON DES INDUSTRIES CINEMATOGRAPHIQUES;995;1
BUREAU DE LIAISON DES INDUSTRIES CINEMATOGRAPHIQUES;996;1
BUREAU DE LIAISON DES INDUSTRIES CINEMATOGRAPHIQUES;997;1
BUREAU DE LIAISON DES INDUSTRIES CINEMATOGRAPHIQUES;998;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;999;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1000;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1001;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1002;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1003;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1004;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1005;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1006;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1007;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1008;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1009;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1010;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1011;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1012;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1013;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1014;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1015;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1016;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1017;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1018;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1019;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1020;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1021;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1022;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1023;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1024;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1025;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1026;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1027;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1028;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1029;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1030;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1031;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1032;1
JEUNES AGRICULTEURS DE HAUTE LOIRE;1033;1
UNION NATIONALE DES EXPLOITANTS DU DECHET;1034;1
UNION NATIONALE DES EXPLOITANTS DU DECHET;1035;1
UNION NATIONALE DES EXPLOITANTS DU DECHET;1036;1
UNION NATIONALE DES EXPLOITANTS DU DECHET;1037;1
UNION NATIONALE DES EXPLOITANTS DU DECHET;1038;1
UNION NATIONALE DES EXPLOITANTS DU DECHET;1039;1
AMADEUS;1040;1
AMADEUS;1041;1
AMADEUS;1042;1
CONVERGENCE.ANIMAUX.POLITIQUE (C.A.P);1043;1
CONVERGENCE.ANIMAUX.POLITIQUE (C.A.P);1044;1
CONVERGENCE.ANIMAUX.POLITIQUE (C.A.P);1045;1
CONVERGENCE.ANIMAUX.POLITIQUE (C.A.P);1046;1
CONVERGENCE.ANIMAUX.POLITIQUE (C.A.P);1047;1
UNION ROUTIERE DE FRANCE;1048;1
UNION ROUTIERE DE FRANCE;1049;1
UNION ROUTIERE DE FRANCE;1050;1
UNION ROUTIERE DE FRANCE;1051;1
UNION ROUTIERE DE FRANCE;1052;1
UNION ROUTIERE DE FRANCE;1053;1
UNION ROUTIERE DE FRANCE;1054;1
UNION ROUTIERE DE FRANCE;1055;1
UNION ROUTIERE DE FRANCE;1056;1
UNION ROUTIERE DE FRANCE;1057;1
UNION ROUTIERE DE FRANCE;1058;1
UNION ROUTIERE DE FRANCE;1059;1
UNION ROUTIERE DE FRANCE;1060;1
UNION ROUTIERE DE FRANCE;1061;1
UNION ROUTIERE DE FRANCE;1062;1
FEDER REG BAT PROVE ALPES COTE D AZUR;1063;1
PROCREATION MEDICALEMENT ANONYME (P.M.A.);1064;1
PROCREATION MEDICALEMENT ANONYME (P.M.A.);1065;1
PROCREATION MEDICALEMENT ANONYME (P.M.A.);1066;1
PROCREATION MEDICALEMENT ANONYME (P.M.A.);1067;1
FEDERATION NATIONALE DES SYNDICATS D'INTERNES EN PHARMACIE ET BIOLOGIE MEDICALE;1068;1
FEDERATION NATIONALE DES SYNDICATS D'INTERNES EN PHARMACIE ET BIOLOGIE MEDICALE;1069;1
FEDERATION NATIONALE DES SYNDICATS D'INTERNES EN PHARMACIE ET BIOLOGIE MEDICALE;1070;1
FEDERATION NATIONALE DES SYNDICATS D'INTERNES EN PHARMACIE ET BIOLOGIE MEDICALE;1071;1
FEDERATION NATIONALE DES SYNDICATS D'INTERNES EN PHARMACIE ET BIOLOGIE MEDICALE;1072;1
FEDERATION NATIONALE DES SYNDICATS D'INTERNES EN PHARMACIE ET BIOLOGIE MEDICALE;1073;1
FEDERATION NATIONALE DES SYNDICATS D'INTERNES EN PHARMACIE ET BIOLOGIE MEDICALE;1074;1
FEDERATION NATIONALE DES SYNDICATS D'INTERNES EN PHARMACIE ET BIOLOGIE MEDICALE;1075;1
FEDERATION NATIONALE DES SYNDICATS D'INTERNES EN PHARMACIE ET BIOLOGIE MEDICALE;1076;1
FEDERATION NATIONALE DES SYNDICATS D'INTERNES EN PHARMACIE ET BIOLOGIE MEDICALE;1077;1
FEDER SYND SOC ETUDES CONSEILS;1078;1
FEDER SYND SOC ETUDES CONSEILS;1079;1
FEDER SYND SOC ETUDES CONSEILS;1080;1
FEDER SYND SOC ETUDES CONSEILS;1081;1
FEDER SYND SOC ETUDES CONSEILS;1082;1
FEDER SYND SOC ETUDES CONSEILS;1083;1
FEDER SYND SOC ETUDES CONSEILS;1084;1
